,taskName,inCurriculum
326,OP-RP-Allo-CVChick-G1.51XtraLowContra-Right-OffWhite-0-OPQ.yml,0
327,OP-RP-Allo-CVChick-G1.51XtraLowContra-Right-RND-0-OPQ.yml,0
328,OP-RP-Allo-CVChick-G1.51XtraLowIpsi-Left-Beige-0-OPQ.yml,0
329,OP-RP-Allo-CVChick-G1.51XtraLowIpsi-Left-Brown-0-OPQ.yml,0
330,OP-RP-Allo-CVChick-G1.51XtraLowIpsi-Left-DarkBlue-0-OPQ.yml,0
331,OP-RP-Allo-CVChick-G1.51XtraLowIpsi-Left-DarkGreen-0-OPQ.yml,1
332,OP-RP-Allo-CVChick-G1.51XtraLowIpsi-Left-Grey-0-OPQ.yml,0
333,OP-RP-Allo-CVChick-G1.51XtraLowIpsi-Left-OffWhite-0-OPQ.yml,0
334,OP-RP-Allo-CVChick-G1.51XtraLowIpsi-Left-RND-0-OPQ.yml,0
335,OP-RP-Allo-CVChick-G1.51XtraLowIpsi-Right-Beige-0-OPQ.yml,1
336,OP-RP-Allo-CVChick-G1.51XtraLowIpsi-Right-Brown-0-OPQ.yml,1
337,OP-RP-Allo-CVChick-G1.51XtraLowIpsi-Right-DarkBlue-0-OPQ.yml,0
338,OP-RP-Allo-CVChick-G1.51XtraLowIpsi-Right-DarkGreen-0-OPQ.yml,1
339,OP-RP-Allo-CVChick-G1.51XtraLowIpsi-Right-Grey-0-OPQ.yml,0
340,OP-RP-Allo-CVChick-G1.51XtraLowIpsi-Right-OffWhite-0-OPQ.yml,0
341,OP-RP-Allo-CVChick-G1.51XtraLowIpsi-Right-RND-0-OPQ.yml,0
342,OP-RP-Allo-CVChick-G1.52Occluder-Left-Beige-0-OPQ.yml,0
343,OP-RP-Allo-CVChick-G1.52Occluder-Left-Brown-0-OPQ.yml,0
344,OP-RP-Allo-CVChick-G1.52Occluder-Left-DarkBlue-0-OPQ.yml,0
345,OP-RP-Allo-CVChick-G1.52Occluder-Left-DarkGreen-0-OPQ.yml,0
346,OP-RP-Allo-CVChick-G1.52Occluder-Left-Grey-0-OPQ.yml,1
347,OP-RP-Allo-CVChick-G1.52Occluder-Left-OffWhite-0-OPQ.yml,0
348,OP-RP-Allo-CVChick-G1.52Occluder-Left-RND-0-OPQ.yml,1
349,OP-RP-Allo-CVChick-G1.52Occluder-Right-Beige-0-OPQ.yml,0
350,OP-RP-Allo-CVChick-G1.52Occluder-Right-Brown-0-OPQ.yml,0
351,OP-RP-Allo-CVChick-G1.52Occluder-Right-DarkBlue-0-OPQ.yml,1
352,OP-RP-Allo-CVChick-G1.52Occluder-Right-DarkGreen-0-OPQ.yml,1
353,OP-RP-Allo-CVChick-G1.52Occluder-Right-Grey-0-OPQ.yml,0
354,OP-RP-Allo-CVChick-G1.52Occluder-Right-OffWhite-0-OPQ.yml,0
355,OP-RP-Allo-CVChick-G1.52Occluder-Right-RND-0-OPQ.yml,0
356,OP-RP-Allo-CVChick-G1.52Thin-Left-Beige-0-OPQ.yml,0
357,OP-RP-Allo-CVChick-G1.52Thin-Left-Brown-0-OPQ.yml,0
358,OP-RP-Allo-CVChick-G1.52Thin-Left-DarkBlue-0-OPQ.yml,0
359,OP-RP-Allo-CVChick-G1.52Thin-Left-DarkGreen-0-OPQ.yml,0
360,OP-RP-Allo-CVChick-G1.52Thin-Left-Grey-0-OPQ.yml,0
361,OP-RP-Allo-CVChick-G1.52Thin-Left-OffWhite-0-OPQ.yml,0
362,OP-RP-Allo-CVChick-G1.52Thin-Left-RND-0-OPQ.yml,0
363,OP-RP-Allo-CVChick-G1.52Thin-Right-Beige-0-OPQ.yml,0
364,OP-RP-Allo-CVChick-G1.52Thin-Right-Brown-0-OPQ.yml,1
365,OP-RP-Allo-CVChick-G1.52Thin-Right-DarkBlue-0-OPQ.yml,0
366,OP-RP-Allo-CVChick-G1.52Thin-Right-DarkGreen-0-OPQ.yml,0
367,OP-RP-Allo-CVChick-G1.52Thin-Right-Grey-0-OPQ.yml,0
368,OP-RP-Allo-CVChick-G1.52Thin-Right-OffWhite-0-OPQ.yml,0
369,OP-RP-Allo-CVChick-G1.52Thin-Right-RND-0-OPQ.yml,0
370,OP-RP-Allo-CVChick-G1.52Trans-Left-NA-0-Trans.yml,0
371,OP-RP-Allo-CVChick-G1.52Trans-Right-NA-0-Trans.yml,0
372,OP-RP-Allo-CVChick-G1.52XtraLow-Left-Beige-0-OPQ.yml,0
373,OP-RP-Allo-CVChick-G1.52XtraLow-Left-Brown-0-OPQ.yml,0
374,OP-RP-Allo-CVChick-G1.52XtraLow-Left-DarkBlue-0-OPQ.yml,0
375,OP-RP-Allo-CVChick-G1.52XtraLow-Left-DarkGreen-0-OPQ.yml,0
376,OP-RP-Allo-CVChick-G1.52XtraLow-Left-Grey-0-OPQ.yml,0
377,OP-RP-Allo-CVChick-G1.52XtraLow-Left-OffWhite-0-OPQ.yml,1
378,OP-RP-Allo-CVChick-G1.52XtraLow-Left-RND-0-OPQ.yml,1
379,OP-RP-Allo-CVChick-G1.52XtraLow-Right-Beige-0-OPQ.yml,0
380,OP-RP-Allo-CVChick-G1.52XtraLow-Right-Brown-0-OPQ.yml,0
381,OP-RP-Allo-CVChick-G1.52XtraLow-Right-DarkBlue-0-OPQ.yml,0
382,OP-RP-Allo-CVChick-G1.52XtraLow-Right-DarkGreen-0-OPQ.yml,0
383,OP-RP-Allo-CVChick-G1.52XtraLow-Right-Grey-0-OPQ.yml,1
384,OP-RP-Allo-CVChick-G1.52XtraLow-Right-OffWhite-0-OPQ.yml,0
385,OP-RP-Allo-CVChick-G1.52XtraLow-Right-RND-0-OPQ.yml,0
386,OP-RP-Allo-CVChick-G1.5NoOccluder-Left-NA-0-NA.yml,1
387,OP-RP-Allo-CVChick-G1.5NoOccluder-Right-NA-0-NA.yml,0
388,OP-RP-Allo-CVChick-G11OccluderContra-Left-Beige-0-OPQ.yml,0
389,OP-RP-Allo-CVChick-G11OccluderContra-Left-Brown-0-OPQ.yml,1
390,OP-RP-Allo-CVChick-G11OccluderContra-Left-DarkBlue-0-OPQ.yml,0
391,OP-RP-Allo-CVChick-G11OccluderContra-Left-DarkGreen-0-OPQ.yml,0
392,OP-RP-Allo-CVChick-G11OccluderContra-Left-Grey-0-OPQ.yml,0
393,OP-RP-Allo-CVChick-G11OccluderContra-Left-OffWhite-0-OPQ.yml,0
394,OP-RP-Allo-CVChick-G11OccluderContra-Left-RND-0-OPQ.yml,1
395,OP-RP-Allo-CVChick-G11OccluderContra-Right-Beige-0-OPQ.yml,0
396,OP-RP-Allo-CVChick-G11OccluderContra-Right-Brown-0-OPQ.yml,1
397,OP-RP-Allo-CVChick-G11OccluderContra-Right-DarkBlue-0-OPQ.yml,0
398,OP-RP-Allo-CVChick-G11OccluderContra-Right-DarkGreen-0-OPQ.yml,1
399,OP-RP-Allo-CVChick-G11OccluderContra-Right-Grey-0-OPQ.yml,0
400,OP-RP-Allo-CVChick-G11OccluderContra-Right-OffWhite-0-OPQ.yml,0
401,OP-RP-Allo-CVChick-G11OccluderContra-Right-RND-0-OPQ.yml,0
402,OP-RP-Allo-CVChick-G11OccluderIpsi-Left-Beige-0-OPQ.yml,0
403,OP-RP-Allo-CVChick-G11OccluderIpsi-Left-Brown-0-OPQ.yml,1
404,OP-RP-Allo-CVChick-G11OccluderIpsi-Left-DarkBlue-0-OPQ.yml,0
405,OP-RP-Allo-CVChick-G11OccluderIpsi-Left-DarkGreen-0-OPQ.yml,0
406,OP-RP-Allo-CVChick-G11OccluderIpsi-Left-Grey-0-OPQ.yml,0
407,OP-RP-Allo-CVChick-G11OccluderIpsi-Left-OffWhite-0-OPQ.yml,0
408,OP-RP-Allo-CVChick-G11OccluderIpsi-Left-RND-0-OPQ.yml,1
409,OP-RP-Allo-CVChick-G11OccluderIpsi-Right-Beige-0-OPQ.yml,0
410,OP-RP-Allo-CVChick-G11OccluderIpsi-Right-Brown-0-OPQ.yml,1
411,OP-RP-Allo-CVChick-G11OccluderIpsi-Right-DarkBlue-0-OPQ.yml,0
412,OP-RP-Allo-CVChick-G11OccluderIpsi-Right-DarkGreen-0-OPQ.yml,0
413,OP-RP-Allo-CVChick-G11OccluderIpsi-Right-Grey-0-OPQ.yml,0
414,OP-RP-Allo-CVChick-G11OccluderIpsi-Right-OffWhite-0-OPQ.yml,1
415,OP-RP-Allo-CVChick-G11OccluderIpsi-Right-RND-0-OPQ.yml,0
416,OP-RP-Allo-CVChick-G11ThinContra-Left-Beige-0-OPQ.yml,0
417,OP-RP-Allo-CVChick-G11ThinContra-Left-Brown-0-OPQ.yml,0
418,OP-RP-Allo-CVChick-G11ThinContra-Left-DarkBlue-0-OPQ.yml,0
419,OP-RP-Allo-CVChick-G11ThinContra-Left-DarkGreen-0-OPQ.yml,0
420,OP-RP-Allo-CVChick-G11ThinContra-Left-Grey-0-OPQ.yml,0
421,OP-RP-Allo-CVChick-G11ThinContra-Left-OffWhite-0-OPQ.yml,0
422,OP-RP-Allo-CVChick-G11ThinContra-Left-RND-0-OPQ.yml,0
423,OP-RP-Allo-CVChick-G11ThinContra-Right-Beige-0-OPQ.yml,0
424,OP-RP-Allo-CVChick-G11ThinContra-Right-Brown-0-OPQ.yml,0
425,OP-RP-Allo-CVChick-G11ThinContra-Right-DarkBlue-0-OPQ.yml,0
426,OP-RP-Allo-CVChick-G11ThinContra-Right-DarkGreen-0-OPQ.yml,0
427,OP-RP-Allo-CVChick-G11ThinContra-Right-Grey-0-OPQ.yml,0
428,OP-RP-Allo-CVChick-G11ThinContra-Right-OffWhite-0-OPQ.yml,0
429,OP-RP-Allo-CVChick-G11ThinContra-Right-RND-0-OPQ.yml,0
430,OP-RP-Allo-CVChick-G11ThinIpsi-Left-Beige-0-OPQ.yml,0
431,OP-RP-Allo-CVChick-G11ThinIpsi-Left-Brown-0-OPQ.yml,0
432,OP-RP-Allo-CVChick-G11ThinIpsi-Left-DarkBlue-0-OPQ.yml,0
433,OP-RP-Allo-CVChick-G11ThinIpsi-Left-DarkGreen-0-OPQ.yml,1
434,OP-RP-Allo-CVChick-G11ThinIpsi-Left-Grey-0-OPQ.yml,0
435,OP-RP-Allo-CVChick-G11ThinIpsi-Left-OffWhite-0-OPQ.yml,0
436,OP-RP-Allo-CVChick-G11ThinIpsi-Left-RND-0-OPQ.yml,1
437,OP-RP-Allo-CVChick-G11ThinIpsi-Right-Beige-0-OPQ.yml,0
438,OP-RP-Allo-CVChick-G11ThinIpsi-Right-Brown-0-OPQ.yml,0
439,OP-RP-Allo-CVChick-G11ThinIpsi-Right-DarkBlue-0-OPQ.yml,0
440,OP-RP-Allo-CVChick-G11ThinIpsi-Right-DarkGreen-0-OPQ.yml,0
441,OP-RP-Allo-CVChick-G11ThinIpsi-Right-Grey-0-OPQ.yml,0
442,OP-RP-Allo-CVChick-G11ThinIpsi-Right-OffWhite-0-OPQ.yml,0
443,OP-RP-Allo-CVChick-G11ThinIpsi-Right-RND-0-OPQ.yml,0
444,OP-RP-Allo-CVChick-G11TransContra-Left-NA-0-Trans.yml,1
445,OP-RP-Allo-CVChick-G11TransContra-Right-NA-0-Trans.yml,0
446,OP-RP-Allo-CVChick-G11TransIpsi-Left-NA-0-Trans.yml,0
447,OP-RP-Allo-CVChick-G11TransIpsi-Right-NA-0-Trans.yml,0
448,OP-RP-Allo-CVChick-G11XtraLowContra-Left-Beige-0-OPQ.yml,0
449,OP-RP-Allo-CVChick-G11XtraLowContra-Left-Brown-0-OPQ.yml,0
450,OP-RP-Allo-CVChick-G11XtraLowContra-Left-DarkBlue-0-OPQ.yml,0
451,OP-RP-Allo-CVChick-G11XtraLowContra-Left-DarkGreen-0-OPQ.yml,0
452,OP-RP-Allo-CVChick-G11XtraLowContra-Left-Grey-0-OPQ.yml,0
453,OP-RP-Allo-CVChick-G11XtraLowContra-Left-OffWhite-0-OPQ.yml,0
454,OP-RP-Allo-CVChick-G11XtraLowContra-Left-RND-0-OPQ.yml,0
455,OP-RP-Allo-CVChick-G11XtraLowContra-Right-Beige-0-OPQ.yml,0
456,OP-RP-Allo-CVChick-G11XtraLowContra-Right-Brown-0-OPQ.yml,0
457,OP-RP-Allo-CVChick-G11XtraLowContra-Right-DarkBlue-0-OPQ.yml,0
458,OP-RP-Allo-CVChick-G11XtraLowContra-Right-DarkGreen-0-OPQ.yml,0
459,OP-RP-Allo-CVChick-G11XtraLowContra-Right-Grey-0-OPQ.yml,0
460,OP-RP-Allo-CVChick-G11XtraLowContra-Right-OffWhite-0-OPQ.yml,0
461,OP-RP-Allo-CVChick-G11XtraLowContra-Right-RND-0-OPQ.yml,1
462,OP-RP-Allo-CVChick-G11XtraLowIpsi-Left-Beige-0-OPQ.yml,0
463,OP-RP-Allo-CVChick-G11XtraLowIpsi-Left-Brown-0-OPQ.yml,0
464,OP-RP-Allo-CVChick-G11XtraLowIpsi-Left-DarkBlue-0-OPQ.yml,0
465,OP-RP-Allo-CVChick-G11XtraLowIpsi-Left-DarkGreen-0-OPQ.yml,1
466,OP-RP-Allo-CVChick-G11XtraLowIpsi-Left-Grey-0-OPQ.yml,0
467,OP-RP-Allo-CVChick-G11XtraLowIpsi-Left-OffWhite-0-OPQ.yml,0
468,OP-RP-Allo-CVChick-G11XtraLowIpsi-Left-RND-0-OPQ.yml,0
469,OP-RP-Allo-CVChick-G11XtraLowIpsi-Right-Beige-0-OPQ.yml,0
470,OP-RP-Allo-CVChick-G11XtraLowIpsi-Right-Brown-0-OPQ.yml,0
471,OP-RP-Allo-CVChick-G11XtraLowIpsi-Right-DarkBlue-0-OPQ.yml,0
472,OP-RP-Allo-CVChick-G11XtraLowIpsi-Right-DarkGreen-0-OPQ.yml,0
473,OP-RP-Allo-CVChick-G11XtraLowIpsi-Right-Grey-0-OPQ.yml,0
474,OP-RP-Allo-CVChick-G11XtraLowIpsi-Right-OffWhite-0-OPQ.yml,0
475,OP-RP-Allo-CVChick-G11XtraLowIpsi-Right-RND-0-OPQ.yml,1
476,OP-RP-Allo-CVChick-G12Occluder-Left-Beige-0-OPQ.yml,0
477,OP-RP-Allo-CVChick-G12Occluder-Left-Brown-0-OPQ.yml,0
478,OP-RP-Allo-CVChick-G12Occluder-Left-DarkBlue-0-OPQ.yml,0
479,OP-RP-Allo-CVChick-G12Occluder-Left-DarkGreen-0-OPQ.yml,0
480,OP-RP-Allo-CVChick-G12Occluder-Left-Grey-0-OPQ.yml,0
481,OP-RP-Allo-CVChick-G12Occluder-Left-OffWhite-0-OPQ.yml,1
482,OP-RP-Allo-CVChick-G12Occluder-Left-RND-0-OPQ.yml,0
483,OP-RP-Allo-CVChick-G12Occluder-Right-Beige-0-OPQ.yml,0
484,OP-RP-Allo-CVChick-G12Occluder-Right-Brown-0-OPQ.yml,0
485,OP-RP-Allo-CVChick-G12Occluder-Right-DarkBlue-0-OPQ.yml,0
486,OP-RP-Allo-CVChick-G12Occluder-Right-DarkGreen-0-OPQ.yml,0
487,OP-RP-Allo-CVChick-G12Occluder-Right-Grey-0-OPQ.yml,0
488,OP-RP-Allo-CVChick-G12Occluder-Right-OffWhite-0-OPQ.yml,1
489,OP-RP-Allo-CVChick-G12Occluder-Right-RND-0-OPQ.yml,0
490,OP-RP-Allo-CVChick-G12Thin-Left-Beige-0-OPQ.yml,0
491,OP-RP-Allo-CVChick-G12Thin-Left-Brown-0-OPQ.yml,0
492,OP-RP-Allo-CVChick-G12Thin-Left-DarkBlue-0-OPQ.yml,0
493,OP-RP-Allo-CVChick-G12Thin-Left-DarkGreen-0-OPQ.yml,0
494,OP-RP-Allo-CVChick-G12Thin-Left-Grey-0-OPQ.yml,0
495,OP-RP-Allo-CVChick-G12Thin-Left-OffWhite-0-OPQ.yml,0
496,OP-RP-Allo-CVChick-G12Thin-Left-RND-0-OPQ.yml,0
497,OP-RP-Allo-CVChick-G12Thin-Right-Beige-0-OPQ.yml,0
498,OP-RP-Allo-CVChick-G12Thin-Right-Brown-0-OPQ.yml,1
499,OP-RP-Allo-CVChick-G12Thin-Right-DarkBlue-0-OPQ.yml,0
500,OP-RP-Allo-CVChick-G12Thin-Right-DarkGreen-0-OPQ.yml,0
501,OP-RP-Allo-CVChick-G12Thin-Right-Grey-0-OPQ.yml,0
502,OP-RP-Allo-CVChick-G12Thin-Right-OffWhite-0-OPQ.yml,0
503,OP-RP-Allo-CVChick-G12Thin-Right-RND-0-OPQ.yml,0
504,OP-RP-Allo-CVChick-G12Trans-Left-NA-0-Trans.yml,0
505,OP-RP-Allo-CVChick-G12Trans-Right-NA-0-Trans.yml,0
506,OP-RP-Allo-CVChick-G12XtraLow-Left-Beige-0-OPQ.yml,0
507,OP-RP-Allo-CVChick-G12XtraLow-Left-Brown-0-OPQ.yml,1
508,OP-RP-Allo-CVChick-G12XtraLow-Left-DarkBlue-0-OPQ.yml,0
509,OP-RP-Allo-CVChick-G12XtraLow-Left-DarkGreen-0-OPQ.yml,0
510,OP-RP-Allo-CVChick-G12XtraLow-Left-Grey-0-OPQ.yml,0
511,OP-RP-Allo-CVChick-G12XtraLow-Left-OffWhite-0-OPQ.yml,0
512,OP-RP-Allo-CVChick-G12XtraLow-Left-RND-0-OPQ.yml,0
513,OP-RP-Allo-CVChick-G12XtraLow-Right-Beige-0-OPQ.yml,0
514,OP-RP-Allo-CVChick-G12XtraLow-Right-Brown-0-OPQ.yml,0
515,OP-RP-Allo-CVChick-G12XtraLow-Right-DarkBlue-0-OPQ.yml,0
516,OP-RP-Allo-CVChick-G12XtraLow-Right-DarkGreen-0-OPQ.yml,0
517,OP-RP-Allo-CVChick-G12XtraLow-Right-Grey-0-OPQ.yml,0
518,OP-RP-Allo-CVChick-G12XtraLow-Right-OffWhite-0-OPQ.yml,0
519,OP-RP-Allo-CVChick-G12XtraLow-Right-RND-0-OPQ.yml,0
520,OP-RP-Allo-CVChick-G1NoOccluder-Left-NA-0-NA.yml,0
521,OP-RP-Allo-CVChick-G1NoOccluder-Right-NA-0-NA.yml,0
522,OP-RP-Allo-CVChick-G2.51OccluderContra-Left-Beige-0-OPQ.yml,1
523,OP-RP-Allo-CVChick-G2.51OccluderContra-Left-Brown-0-OPQ.yml,0
524,OP-RP-Allo-CVChick-G2.51OccluderContra-Left-DarkBlue-0-OPQ.yml,0
525,OP-RP-Allo-CVChick-G2.51OccluderContra-Left-DarkGreen-0-OPQ.yml,0
526,OP-RP-Allo-CVChick-G2.51OccluderContra-Left-Grey-0-OPQ.yml,0
527,OP-RP-Allo-CVChick-G2.51OccluderContra-Left-OffWhite-0-OPQ.yml,0
528,OP-RP-Allo-CVChick-G2.51OccluderContra-Left-RND-0-OPQ.yml,0
529,OP-RP-Allo-CVChick-G2.51OccluderContra-Right-Beige-0-OPQ.yml,0
530,OP-RP-Allo-CVChick-G2.51OccluderContra-Right-Brown-0-OPQ.yml,0
531,OP-RP-Allo-CVChick-G2.51OccluderContra-Right-DarkBlue-0-OPQ.yml,0
532,OP-RP-Allo-CVChick-G2.51OccluderContra-Right-DarkGreen-0-OPQ.yml,0
533,OP-RP-Allo-CVChick-G2.51OccluderContra-Right-Grey-0-OPQ.yml,0
534,OP-RP-Allo-CVChick-G2.51OccluderContra-Right-OffWhite-0-OPQ.yml,0
535,OP-RP-Allo-CVChick-G2.51OccluderContra-Right-RND-0-OPQ.yml,0
536,OP-RP-Allo-CVChick-G2.51OccluderIpsi-Left-Beige-0-OPQ.yml,0
537,OP-RP-Allo-CVChick-G2.51OccluderIpsi-Left-Brown-0-OPQ.yml,0
538,OP-RP-Allo-CVChick-G2.51OccluderIpsi-Left-DarkBlue-0-OPQ.yml,1
539,OP-RP-Allo-CVChick-G2.51OccluderIpsi-Left-DarkGreen-0-OPQ.yml,0
540,OP-RP-Allo-CVChick-G2.51OccluderIpsi-Left-Grey-0-OPQ.yml,0
541,OP-RP-Allo-CVChick-G2.51OccluderIpsi-Left-OffWhite-0-OPQ.yml,0
542,OP-RP-Allo-CVChick-G2.51OccluderIpsi-Left-RND-0-OPQ.yml,0
543,OP-RP-Allo-CVChick-G2.51OccluderIpsi-Right-Beige-0-OPQ.yml,1
544,OP-RP-Allo-CVChick-G2.51OccluderIpsi-Right-Brown-0-OPQ.yml,0
545,OP-RP-Allo-CVChick-G2.51OccluderIpsi-Right-DarkBlue-0-OPQ.yml,0
546,OP-RP-Allo-CVChick-G2.51OccluderIpsi-Right-DarkGreen-0-OPQ.yml,0
547,OP-RP-Allo-CVChick-G2.51OccluderIpsi-Right-Grey-0-OPQ.yml,0
548,OP-RP-Allo-CVChick-G2.51OccluderIpsi-Right-OffWhite-0-OPQ.yml,1
549,OP-RP-Allo-CVChick-G2.51OccluderIpsi-Right-RND-0-OPQ.yml,1
550,OP-RP-Allo-CVChick-G2.51ThinContra-Left-Beige-0-OPQ.yml,1
551,OP-RP-Allo-CVChick-G2.51ThinContra-Left-Brown-0-OPQ.yml,0
552,OP-RP-Allo-CVChick-G2.51ThinContra-Left-DarkBlue-0-OPQ.yml,0
553,OP-RP-Allo-CVChick-G2.51ThinContra-Left-DarkGreen-0-OPQ.yml,0
554,OP-RP-Allo-CVChick-G2.51ThinContra-Left-Grey-0-OPQ.yml,0
555,OP-RP-Allo-CVChick-G2.51ThinContra-Left-OffWhite-0-OPQ.yml,0
556,OP-RP-Allo-CVChick-G2.51ThinContra-Left-RND-0-OPQ.yml,0
557,OP-RP-Allo-CVChick-G2.51ThinContra-Right-Beige-0-OPQ.yml,1
558,OP-RP-Allo-CVChick-G2.51ThinContra-Right-Brown-0-OPQ.yml,0
559,OP-RP-Allo-CVChick-G2.51ThinContra-Right-DarkBlue-0-OPQ.yml,0
560,OP-RP-Allo-CVChick-G2.51ThinContra-Right-DarkGreen-0-OPQ.yml,0
561,OP-RP-Allo-CVChick-G2.51ThinContra-Right-Grey-0-OPQ.yml,0
562,OP-RP-Allo-CVChick-G2.51ThinContra-Right-OffWhite-0-OPQ.yml,0
563,OP-RP-Allo-CVChick-G2.51ThinContra-Right-RND-0-OPQ.yml,0
564,OP-RP-Allo-CVChick-G2.51ThinIpsi-Left-Beige-0-OPQ.yml,1
565,OP-RP-Allo-CVChick-G2.51ThinIpsi-Left-Brown-0-OPQ.yml,0
566,OP-RP-Allo-CVChick-G2.51ThinIpsi-Left-DarkBlue-0-OPQ.yml,0
567,OP-RP-Allo-CVChick-G2.51ThinIpsi-Left-DarkGreen-0-OPQ.yml,1
568,OP-RP-Allo-CVChick-G2.51ThinIpsi-Left-Grey-0-OPQ.yml,0
569,OP-RP-Allo-CVChick-G2.51ThinIpsi-Left-OffWhite-0-OPQ.yml,0
570,OP-RP-Allo-CVChick-G2.51ThinIpsi-Left-RND-0-OPQ.yml,1
571,OP-RP-Allo-CVChick-G2.51ThinIpsi-Right-Beige-0-OPQ.yml,1
572,OP-RP-Allo-CVChick-G2.51ThinIpsi-Right-Brown-0-OPQ.yml,0
573,OP-RP-Allo-CVChick-G2.51ThinIpsi-Right-DarkBlue-0-OPQ.yml,0
574,OP-RP-Allo-CVChick-G2.51ThinIpsi-Right-DarkGreen-0-OPQ.yml,0
575,OP-RP-Allo-CVChick-G2.51ThinIpsi-Right-Grey-0-OPQ.yml,1
576,OP-RP-Allo-CVChick-G2.51ThinIpsi-Right-OffWhite-0-OPQ.yml,0
577,OP-RP-Allo-CVChick-G2.51ThinIpsi-Right-RND-0-OPQ.yml,0
578,OP-RP-Allo-CVChick-G2.51TransContra-Left-NA-0-Trans.yml,0
579,OP-RP-Allo-CVChick-G2.51TransContra-Right-NA-0-Trans.yml,0
580,OP-RP-Allo-CVChick-G2.51TransIpsi-Left-NA-0-Trans.yml,0
581,OP-RP-Allo-CVChick-G2.51TransIpsi-Right-NA-0-Trans.yml,0
582,OP-RP-Allo-CVChick-G2.51XtraLowContra-Left-Beige-0-OPQ.yml,0
583,OP-RP-Allo-CVChick-G2.51XtraLowContra-Left-Brown-0-OPQ.yml,0
584,OP-RP-Allo-CVChick-G2.51XtraLowContra-Left-DarkBlue-0-OPQ.yml,0
585,OP-RP-Allo-CVChick-G2.51XtraLowContra-Left-DarkGreen-0-OPQ.yml,0
586,OP-RP-Allo-CVChick-G2.51XtraLowContra-Left-Grey-0-OPQ.yml,0
587,OP-RP-Allo-CVChick-G2.51XtraLowContra-Left-OffWhite-0-OPQ.yml,0
588,OP-RP-Allo-CVChick-G2.51XtraLowContra-Left-RND-0-OPQ.yml,0
589,OP-RP-Allo-CVChick-G2.51XtraLowContra-Right-Beige-0-OPQ.yml,1
590,OP-RP-Allo-CVChick-G2.51XtraLowContra-Right-Brown-0-OPQ.yml,0
591,OP-RP-Allo-CVChick-G2.51XtraLowContra-Right-DarkBlue-0-OPQ.yml,0
592,OP-RP-Allo-CVChick-G2.51XtraLowContra-Right-DarkGreen-0-OPQ.yml,1
593,OP-RP-Allo-CVChick-G2.51XtraLowContra-Right-Grey-0-OPQ.yml,0
594,OP-RP-Allo-CVChick-G2.51XtraLowContra-Right-OffWhite-0-OPQ.yml,0
595,OP-RP-Allo-CVChick-G2.51XtraLowContra-Right-RND-0-OPQ.yml,0
596,OP-RP-Allo-CVChick-G2.51XtraLowIpsi-Left-Beige-0-OPQ.yml,1
597,OP-RP-Allo-CVChick-G2.51XtraLowIpsi-Left-Brown-0-OPQ.yml,0
598,OP-RP-Allo-CVChick-G2.51XtraLowIpsi-Left-DarkBlue-0-OPQ.yml,0
599,OP-RP-Allo-CVChick-G2.51XtraLowIpsi-Left-DarkGreen-0-OPQ.yml,0
600,OP-RP-Allo-CVChick-G2.51XtraLowIpsi-Left-Grey-0-OPQ.yml,0
601,OP-RP-Allo-CVChick-G2.51XtraLowIpsi-Left-OffWhite-0-OPQ.yml,0
602,OP-RP-Allo-CVChick-G2.51XtraLowIpsi-Left-RND-0-OPQ.yml,1
603,OP-RP-Allo-CVChick-G2.51XtraLowIpsi-Right-Beige-0-OPQ.yml,0
604,OP-RP-Allo-CVChick-G2.51XtraLowIpsi-Right-Brown-0-OPQ.yml,1
605,OP-RP-Allo-CVChick-G2.51XtraLowIpsi-Right-DarkBlue-0-OPQ.yml,0
606,OP-RP-Allo-CVChick-G2.51XtraLowIpsi-Right-DarkGreen-0-OPQ.yml,0
607,OP-RP-Allo-CVChick-G2.51XtraLowIpsi-Right-Grey-0-OPQ.yml,0
608,OP-RP-Allo-CVChick-G2.51XtraLowIpsi-Right-OffWhite-0-OPQ.yml,0
609,OP-RP-Allo-CVChick-G2.51XtraLowIpsi-Right-RND-0-OPQ.yml,0
610,OP-RP-Allo-CVChick-G2.52Occluder-Left-Beige-0-OPQ.yml,0
611,OP-RP-Allo-CVChick-G2.52Occluder-Left-Brown-0-OPQ.yml,1
612,OP-RP-Allo-CVChick-G2.52Occluder-Left-DarkBlue-0-OPQ.yml,0
613,OP-RP-Allo-CVChick-G2.52Occluder-Left-DarkGreen-0-OPQ.yml,0
614,OP-RP-Allo-CVChick-G2.52Occluder-Left-Grey-0-OPQ.yml,0
615,OP-RP-Allo-CVChick-G2.52Occluder-Left-OffWhite-0-OPQ.yml,0
616,OP-RP-Allo-CVChick-G2.52Occluder-Left-RND-0-OPQ.yml,0
617,OP-RP-Allo-CVChick-G2.52Occluder-Right-Beige-0-OPQ.yml,1
618,OP-RP-Allo-CVChick-G2.52Occluder-Right-Brown-0-OPQ.yml,0
619,OP-RP-Allo-CVChick-G2.52Occluder-Right-DarkBlue-0-OPQ.yml,0
620,OP-RP-Allo-CVChick-G2.52Occluder-Right-DarkGreen-0-OPQ.yml,0
621,OP-RP-Allo-CVChick-G2.52Occluder-Right-Grey-0-OPQ.yml,0
622,OP-RP-Allo-CVChick-G2.52Occluder-Right-OffWhite-0-OPQ.yml,0
623,OP-RP-Allo-CVChick-G2.52Occluder-Right-RND-0-OPQ.yml,0
